NCI-2009-00324|C3646|Header_Concept|Neoplasm of Uncertain Malignant Potential|C3341|Pre-Cancerous Condition
NCI-2014-00203|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01527|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2009-01775|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00472|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00619|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00210|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00224|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00827|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00949|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00423|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-02399|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02494|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01999|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-02063|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01091|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00314|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01955|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00357|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2010-01243|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01410|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02632|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00010|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00618|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01785|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-02730|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01977|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2009-01301|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00030|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00100|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-02807|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-02135|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00609|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01358|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-01532|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-02750|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00971|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01148|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00436|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01958|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00106|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-01963|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00874|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00025|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-03419|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01704|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00495|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02545|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-00542|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-02191|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00973|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-02757|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01904|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-02746|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00731|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01234|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01173|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-01215|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00816|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01615|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-01069|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-02371|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2016-00201|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2017-00635|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-02079|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01389|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-00993|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-02382|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00137|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2011-02597|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2012-00084|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2015-00457|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2014-01984|C8101||Adult Solid Tumor|C9292|Solid Neoplasm
NCI-2013-00464|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2013-00713|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2013-00069|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2015-00109|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2009-01208|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2015-00079|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2012-00639|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2015-00891|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2012-01078|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2016-01850|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2014-01535|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2013-00003|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2012-00773|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2014-00420|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2012-00640|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2014-02164|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2012-01079|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2016-00894|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2016-01391|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2014-01722|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2015-01960|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2012-01952|C7797|Antiquated|Stage II Cutaneous T-Cell Non-Hodgkin Lymphoma|C88153|Stage II Mycosis Fungoides and Sezary Syndrome
NCI-2013-00464|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2013-00713|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2013-00069|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2015-00109|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2009-01208|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2015-00079|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2012-00639|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2012-01078|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2016-01850|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2014-01535|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2013-01940|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2013-00003|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2012-00773|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2012-00640|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2012-01079|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2014-01843|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2016-00894|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2016-01391|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2014-01722|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2012-01952|C7801|Antiquated|Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma|C88160|Stage IV Mycosis Fungoides and Sezary Syndrome
NCI-2013-00464|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2013-00713|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2013-00069|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2015-00109|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2009-01208|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2015-00079|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2012-00639|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2012-01078|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2016-01850|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2014-01535|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2013-00003|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2012-00773|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2012-00640|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2013-01439|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2012-01079|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2014-01843|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2016-00894|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2016-01391|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2014-01722|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2015-01960|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2012-01952|C7799|Antiquated|Stage III Cutaneous T-Cell Non-Hodgkin Lymphoma|C88157|Stage III Mycosis Fungoides and Sezary Syndrome
NCI-2012-00054|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2013-01179|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2014-00804|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2016-01258|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2015-00744|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2016-01561|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2016-00924|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2016-00708|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2015-00457|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2015-02256|C9045||Recurrent Childhood Central Nervous System Neoplasm|C71700|Recurrent Central Nervous System Neoplasm 
NCI-2012-00054|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2013-01179|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2014-00804|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2017-00328|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2016-00643|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2016-01571|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2014-00640|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2016-01561|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2016-00924|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2014-02459|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2014-02182|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2016-00708|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2016-01412|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2016-00928|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2015-00457|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2015-02256|C71701||Refractory Central Nervous System Neoplasm|C7628|Refractory Neoplasm
NCI-2011-03502|C2977||Phyllodes Tumor|C3743|Fibroepithelial Neoplasm
NCI-2011-00022|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01913|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-02215|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2012-00692|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2015-01911|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00662|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2013-02458|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00756|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2012-02047|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00626|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2011-00878|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2010-01741|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2012-02044|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01698|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00329|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01343|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01430|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00865|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2015-00117|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-02222|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00939|C8206|Antiquated|Stage III Oral Cavity Verrucous Cancer|C5885|Stage III Oral Cavity Cancer AJCC v6 and v7
NCI-2011-00022|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01913|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-02215|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2012-00787|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2012-00692|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2015-01911|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01952|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00662|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00370|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00756|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2012-02047|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00626|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00689|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2011-00878|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00759|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2012-02044|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01698|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00329|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2013-01168|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01343|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01430|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00865|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-02222|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00939|C5869|Antiquated|Stage IVA Oral Cavity Verrucous Cancer|C5887|Stage IVA Oral Cavity Cancer AJCC v6 and v7
NCI-2011-00022|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01913|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-02215|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2012-00787|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2012-00692|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01952|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00662|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00370|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00756|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2012-02047|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00626|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00689|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-00759|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2012-02044|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01698|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2013-00329|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2013-01168|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
NCI-2014-01343|C5870|Antiquated|Stage IVB Oral Cavity Verrucous Cancer|C5888|Stage IVB Oral Cavity Cancer AJCC v6 and v7
